Title,Release Date,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Movie Runtime
Ocean's Twelve,2004,125544280,237200000,362744280,"['Crime', 'Thriller']",2 hr 5 min
Terminator Salvation,2009,125322469,246030532,371353001,"['Action', 'Sci-Fi']",1 hr 55 min
Charlie's Angels,2000,125305545,138800000,264105545,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",1 hr 38 min
Tomorrow Never Dies,1997,125304276,207706792,333011068,"['Action', 'Adventure', 'Thriller']",1 hr 59 min
Ghostbusters: Afterlife,2021,125278330,66100000,191378330,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",2 hr 4 min
Lone Survivor,2013,125095601,29707311,154802912,"['Action', 'Biography', 'Drama', 'War']",2 hr 1 min
Sully,2016,125070033,115727590,240797623,"['Biography', 'Drama']",1 hr 36 min
The Vow,2012,125014030,71100540,196114570,"['Drama', 'Romance']",1 hr 44 min
Life of Pi,2012,124987023,484029542,609016565,"['Adventure', 'Drama', 'Fantasy']",2 hr 7 min
The Fault in Our Stars,2014,124872350,182294484,307166834,"['Drama', 'Romance']",2 hr 6 min
Cloudy with a Chance of Meatballs,2009,124870275,118135851,243006126,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",1 hr 30 min
The Devil Wears Prada,2006,124740460,201965655,326706115,"['Comedy', 'Drama']",1 hr 49 min
Something's Gotta Give,2003,124728738,140600000,265328738,"['Comedy', 'Drama', 'Romance']",2 hr 8 min
Traffic,2000,124115725,83400000,207515725,"['Crime', 'Drama', 'Thriller']",2 hr 27 min
The Birdcage,1996,124060553,61200000,185260553,['Comedy'],1 hr 57 min
City Slickers,1991,124033791,55000000,179033791,"['Comedy', 'Western']",1 hr 53 min
Rango,2011,123477607,122246996,245724603,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Western']",1 hr 47 min
Nutty Professor II: The Klumps,2000,123309890,43030000,166339890,"['Comedy', 'Romance', 'Sci-Fi']",1 hr 46 min
The Good Dinosaur,2015,123087120,209120551,332207671,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",1 hr 33 min
G.I. Joe: Retaliation,2013,122523060,253217645,375740705,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1 hr 50 min
Clear and Present Danger,1994,122187717,93700000,215887717,"['Action', 'Crime', 'Drama', 'Thriller']",2 hr 21 min
The Hunt for Red October,1990,122012643,78500000,200512643,"['Action', 'Adventure', 'Thriller']",2 hr 15 min
The Bodyguard,1992,122006740,289000000,411006740,"['Action', 'Drama', 'Music', 'Romance', 'Thriller']",2 hr 9 min
Wayne's World,1992,121697323,61400000,183097323,"['Comedy', 'Music']",1 hr 34 min
The Bourne Identity,2002,121661683,92372541,214034224,"['Action', 'Mystery', 'Thriller']",1 hr 59 min
Free Guy,2021,121626598,209877159,331503757,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",1 hr 55 min
Superbad,2007,121463226,49349300,170812526,['Comedy'],1 hr 53 min
Speed,1994,121248145,229200000,350448145,"['Action', 'Adventure', 'Thriller']",1 hr 56 min
50 First Dates,2004,120908074,77612860,198520934,"['Comedy', 'Drama', 'Romance']",1 hr 39 min
Mamma Mia! Here We Go Again,2018,120634935,281619449,402254384,"['Comedy', 'Musical', 'Romance']",1 hr 54 min
Inglourious Basterds,2009,120540719,200917028,321457747,"['Adventure', 'Drama', 'War']",2 hr 33 min
Seabiscuit,2003,120277854,28058591,148336445,"['Drama', 'History', 'Sport']",2 hr 20 min
Van Helsing,2004,120177084,179980554,300157638,"['Action', 'Adventure', 'Fantasy', 'Thriller']",2 hr 11 min
Four Christmases,2008,120146040,43966681,164112721,"['Comedy', 'Drama', 'Romance']",1 hr 28 min
I Now Pronounce You Chuck & Larry,2007,120059556,67074561,187134117,"['Comedy', 'Romance']",1 hr 55 min
The Mask,1994,119938730,231644677,351583407,"['Action', 'Comedy', 'Crime', 'Fantasy']",1 hr 41 min
Cloudy with a Chance of Meatballs 2,2013,119793567,154532382,274325949,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",1 hr 35 min
Hook,1991,119654823,181200000,300854823,"['Adventure', 'Comedy', 'Family', 'Fantasy']",2 hr 22 min
Walk the Line,2005,119519402,67278584,186797986,"['Biography', 'Drama', 'Music', 'Romance']",2 hr 16 min
G-Force,2009,119436770,173381128,292817898,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",1 hr 28 min
Total Recall,1990,119412921,141905000,261317921,"['Action', 'Adventure', 'Sci-Fi']",1 hr 53 min
The Other Guys,2010,119219978,51238944,170458922,"['Action', 'Comedy', 'Crime']",1 hr 47 min
Fahrenheit 9/11,2004,119194771,103252111,222446882,"['Documentary', 'Drama', 'War']",2 hr 2 min
Back to the Future Part II,1989,119000002,213500000,332500002,"['Adventure', 'Comedy', 'Sci-Fi']",1 hr 48 min
The Sum of All Fears,2002,118907036,75014336,193921372,"['Action', 'Drama', 'Thriller', 'War']",2 hr 4 min
Hairspray,2007,118871849,84681462,203553311,"['Comedy', 'Drama', 'Musical', 'Romance']",1 hr 57 min
The Break-Up,2006,118703275,86964935,205668210,"['Comedy', 'Drama', 'Romance']",1 hr 46 min
A Series of Unfortunate Events,2004,118634549,92833686,211468235,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1 hr 48 min
Blades of Glory,2007,118594548,27115799,145710347,"['Comedy', 'Sport']",1 hr 33 min
Salt,2010,118311368,175191986,293503354,"['Action', 'Thriller']",1 hr 40 min
Basic Instinct,1992,117727224,235200000,352927224,"['Drama', 'Mystery', 'Thriller']",2 hr 7 min
Now You See Me,2013,117723989,234000000,351723989,"['Crime', 'Mystery', 'Thriller']",1 hr 55 min
Ford v Ferrari,2019,117624357,107883853,225508210,"['Action', 'Biography', 'Drama', 'Sport']",2 hr 32 min
Big Momma's House,2000,117559438,56400000,173959438,"['Action', 'Comedy', 'Crime']",1 hr 39 min
Die Hard 2,1990,117540947,122490327,240031274,"['Action', 'Thriller']",2 hr 4 min
Horrible Bosses,2011,117538559,92300000,209838559,"['Comedy', 'Crime']",1 hr 38 min
The Nun,2018,117450119,248101575,365551694,"['Horror', 'Mystery', 'Thriller']",1 hr 36 min
Jackass 3D,2010,117229692,54456100,171685792,"['Action', 'Comedy', 'Documentary']",1 hr 35 min
Ocean's Thirteen,2007,117154724,194157900,311312624,"['Crime', 'Thriller']",2 hr 2 min
Jungle Cruise,2021,116987516,103901930,220889446,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2 hr 7 min
S.W.A.T.,2003,116934650,90790989,207725639,"['Action', 'Adventure', 'Crime', 'Thriller']",1 hr 57 min
The Wolf of Wall Street,2013,116900694,275100000,392000694,"['Biography', 'Comedy', 'Crime', 'Drama']",3 hr
8 Mile,2002,116750901,126124177,242875078,"['Drama', 'Music']",1 hr 50 min
Double Jeopardy,1999,116741558,61100000,177841558,"['Crime', 'Drama', 'Mystery', 'Thriller']",1 hr 45 min
Lee Daniels' The Butler,2013,116632095,60681700,177313795,"['Biography', 'Drama']",2 hr 12 min
Green Lantern,2011,116601172,103250000,219851172,"['Action', 'Adventure', 'Sci-Fi']",1 hr 54 min
Notting Hill,1999,116089678,247800000,363889678,"['Comedy', 'Drama', 'Romance']",2 hr 4 min
You've Got Mail,1998,115821495,135000000,250821495,"['Comedy', 'Drama', 'Romance']",1 hr 59 min
Ghost Rider,2007,115802596,112935797,228738393,"['Action', 'Fantasy', 'Thriller']",1 hr 50 min
Remember the Titans,2000,115719751,21051932,136771683,"['Biography', 'Drama', 'Sport']",1 hr 53 min
Creed II,2018,115715889,98500000,214215889,"['Drama', 'Sport']",2 hr 10 min
District 9,2009,115646235,95242715,210888950,"['Action', 'Sci-Fi', 'Thriller']",1 hr 52 min
Unbroken,2014,115637895,45821402,161459297,"['Action', 'Biography', 'Drama', 'Sport', 'War']",2 hr 17 min
Peter Rabbit,2018,115253424,236242642,351496066,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy']",1 hr 35 min
Girls Trip,2017,115171585,25380774,140552359,"['Adventure', 'Comedy', 'Drama']",2 hr 2 min
Dumbo,2019,114766307,238518314,353284621,"['Adventure', 'Family', 'Fantasy']",1 hr 52 min
Fifty Shades Darker,2017,114581250,266964596,381545846,"['Drama', 'Romance']",1 hr 58 min
Dodgeball: A True Underdog Story,2004,114326736,54096491,168423227,"['Comedy', 'Sport']",1 hr 32 min
The Village,2004,114197520,142500000,256697520,"['Drama', 'Mystery', 'Thriller']",1 hr 48 min
Bolt,2008,114053579,195926415,309979994,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Sci-Fi']",1 hr 36 min
Maleficent: Mistress of Evil,2019,113929605,377800484,491730089,"['Adventure', 'Family', 'Fantasy']",1 hr 59 min
Wild Wild West,1999,113804681,108300000,222104681,"['Action', 'Comedy', 'Sci-Fi', 'Western']",1 hr 46 min
Night at the Museum: Secret of the Tomb,2014,113746621,249458014,363204635,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1 hr 38 min
Magic Mike,2012,113721571,54018390,167739961,"['Comedy', 'Drama']",1 hr 50 min
The Addams Family,1991,113502426,78000000,191502426,"['Comedy', 'Fantasy']",1 hr 39 min
The Patriot,2000,113330342,101964000,215294342,"['Action', 'Drama', 'History', 'War']",2 hr 45 min
Bad Moms,2016,113257297,70678777,183936074,['Comedy'],1 hr 40 min
The Bourne Legacy,2012,113203870,162940880,276144750,"['Action', 'Adventure', 'Thriller']",2 hr 15 min
The Pacifier,2005,113086868,85550000,198636868,"['Action', 'Comedy', 'Drama', 'Family']",1 hr 35 min
Dr. Dolittle 2,2001,112952899,63151445,176104344,"['Comedy', 'Family', 'Fantasy']",1 hr 27 min
It's Complicated,2009,112735375,106368280,219103655,"['Comedy', 'Drama', 'Romance']",2 hr 1 min
Spy Kids,2001,112719001,35215179,147934180,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",1 hr 28 min
Face/Off,1997,112276146,133400000,245676146,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",2 hr 18 min
The Hangover Part III,2013,112200072,249800000,362000072,"['Comedy', 'Crime']",1 hr 40 min
Twins,1988,111938388,104676000,216614388,"['Comedy', 'Crime']",1 hr 47 min
Spy Kids 3-D: Game Over,2003,111761982,85339696,197101678,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",1 hr 24 min
Enemy of the State,1998,111549836,139299953,250849789,"['Action', 'Thriller']",2 hr 12 min
Mr. Peabody & Sherman,2014,111506430,164191609,275698039,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'History', 'Sci-Fi']",1 hr 32 min
The Last Samurai,2003,111127263,343500000,454627263,"['Action', 'Drama']",2 hr 34 min
Glass,2019,111048468,135950571,246999039,"['Drama', 'Sci-Fi', 'Thriller']",2 hr 9 min
Spy,2015,110825712,124840507,235666219,"['Action', 'Comedy']",2 hr
Sing 2,2021,110540715,82129000,192669715,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music', 'Musical']",1 hr 50 min
Tropic Thunder,2008,110515313,85187650,195702963,"['Action', 'Comedy', 'War']",1 hr 47 min
Godzilla: King of the Monsters,2019,110500138,276100000,386600138,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2 hr 12 min
Valentine's Day,2010,110485654,106000000,216485654,"['Comedy', 'Romance']",2 hr 5 min
The Grudge,2004,110359362,76921753,187281115,"['Horror', 'Mystery', 'Thriller']",1 hr 31 min
Fun with Dick and Jane,2005,110332737,94349162,204681899,"['Comedy', 'Crime']",1 hr 30 min
Freaky Friday,2003,110230332,50616000,160846332,"['Comedy', 'Family', 'Fantasy', 'Music', 'Romance']",1 hr 37 min
Trainwreck,2015,110212700,30583093,140795793,"['Comedy', 'Drama', 'Romance']",2 hr 5 min
Bedtime Stories,2008,110101975,102772889,212874864,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sci-Fi']",1 hr 39 min
Scary Movie 3,2003,110003217,110670000,220673217,['Comedy'],1 hr 24 min
Creed,2015,109767581,63800000,173567581,"['Action', 'Drama', 'Sport']",2 hr 13 min
Star Trek IV: The Voyage Home,1986,109713132,109713132,109713132,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1 hr 59 min
The 40-Year-Old Virgin,2005,109449237,67929408,177378645,"['Comedy', 'Romance']",1 hr 56 min
Couples Retreat,2009,109204945,62639895,171844840,['Comedy'],1 hr 53 min
A Time to Kill,1996,108766007,43500000,152266007,"['Crime', 'Drama', 'Thriller']",2 hr 29 min
Black Hawk Down,2001,108638745,64350906,172989651,"['Action', 'Drama', 'History', 'War']",2 hr 24 min
Terms of Endearment,1983,108423489,260,108423749,"['Comedy', 'Drama']",2 hr 12 min
Ace Ventura: When Nature Calls,1995,108385533,104000000,212385533,"['Adventure', 'Comedy', 'Crime']",1 hr 30 min
The Upside,2017,108252517,17603663,125856180,"['Comedy', 'Drama']",2 hr 6 min
The Princess Diaries,2001,108248956,57086197,165335153,"['Comedy', 'Family', 'Romance']",1 hr 55 min
Superman II,1980,108185706,108185706,108185706,"['Action', 'Adventure', 'Sci-Fi']",2 hr 7 min
Little Women,2019,108101214,108500000,216601214,"['Drama', 'Romance']",2 hr 15 min
Hop,2011,108085305,75868840,183954145,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1 hr 35 min
Pulp Fiction,1994,107928762,106000000,213928762,"['Crime', 'Drama']",2 hr 34 min
Paranormal Activity,2007,107918810,85436990,193355800,"['Horror', 'Mystery']",1 hr 26 min
Baby Driver,2017,107825862,119119225,226945087,"['Action', 'Crime', 'Drama', 'Music', 'Thriller']",1 hr 53 min
A League of Their Own,1992,107533928,24906141,132440069,"['Comedy', 'Drama', 'Sport']",2 hr 8 min
Epic,2013,107518682,160907952,268426634,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",1 hr 42 min
Watchmen,2009,107509799,77873014,185382813,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",2 hr 42 min
The Angry Birds Movie,2016,107509366,244824563,352333929,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",1 hr 37 min
Batman & Robin,1997,107353792,130881927,238235719,"['Action', 'Sci-Fi']",2 hr 5 min
Dune,2021,107344390,289700000,397044390,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",2 hr 35 min
Captain Phillips,2013,107100855,111690956,218791811,"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']",2 hr 14 min
Black Swan,2010,106954678,222443368,329398046,"['Drama', 'Thriller']",1 hr 48 min
Analyze This,1999,106885658,70000000,176885658,"['Comedy', 'Crime']",1 hr 43 min
Chicken Run,2000,106834564,118000000,224834564,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",1 hr 24 min
Miss Congeniality,2000,106807667,105935053,212742720,"['Action', 'Comedy', 'Crime', 'Romance']",1 hr 49 min
Indecent Proposal,1993,106614059,160000000,266614059,"['Drama', 'Romance']",1 hr 57 min
300: Rise of an Empire,2014,106580051,231000000,337580051,"['Action', 'Drama']",1 hr 42 min
GoldenEye,1995,106429941,245764093,352194034,"['Action', 'Adventure', 'Thriller']",2 hr 10 min
The Italian Job,2003,106128601,69941570,176070171,"['Action', 'Crime', 'Thriller']",1 hr 51 min
How to Lose a Guy in 10 Days,2003,105813373,71689014,177502387,"['Comedy', 'Romance']",1 hr 56 min
The Lego Movie 2: The Second Part,2019,105806508,86500000,192306508,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",1 hr 47 min
The First Wives Club,1996,105489203,76000000,181489203,['Comedy'],1 hr 43 min
Robin Hood,2010,105269730,216400011,321669741,"['Action', 'Adventure', 'Drama', 'History']",2 hr 20 min
Interview with the Vampire: The Vampire Chronicles,1994,105264608,118400000,223664608,"['Drama', 'Fantasy', 'Horror']",2 hr 3 min
George of the Jungle,1997,105263257,69200000,174463257,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']",1 hr 32 min
Hustlers,2019,104963598,52600000,157563598,"['Comedy', 'Crime', 'Drama']",1 hr 50 min
Pitch Perfect 3,2017,104897530,80502815,185400345,"['Comedy', 'Music']",1 hr 33 min
Phenomenon,1996,104636382,47400000,152036382,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",2 hr 3 min
American Wedding,2003,104565114,128157821,232722935,['Comedy'],1 hr 36 min
Road to Perdition,2002,104454762,76546716,181001478,"['Crime', 'Drama', 'Thriller']",1 hr 57 min
The Princess and the Frog,2009,104400899,162644866,267045765,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",1 hr 37 min
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,104386950,311299267,415686217,"['Adventure', 'Family', 'Fantasy']",1 hr 53 min
Daddy Day Care,2003,104297061,60136806,164433867,"['Comedy', 'Family']",1 hr 32 min
Daddy's Home 2,2017,104029443,76584381,180613824,['Comedy'],1 hr 40 min
Paranormal Activity 3,2011,104028807,103011037,207039844,"['Horror', 'Mystery']",1 hr 23 min
Journey 2: The Mysterious Island,2012,103860290,231400000,335260290,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",1 hr 34 min
The Mule,2018,103804407,71000000,174804407,"['Crime', 'Drama', 'Thriller']",1 hr 56 min
Dick Tracy,1990,103738726,59000000,162738726,"['Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']",1 hr 45 min
Rise of the Guardians,2012,103412758,203528912,306941670,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",1 hr 37 min
Dreamgirls,2006,103365956,52064379,155430335,"['Drama', 'Music', 'Musical']",2 hr 10 min
Independence Day: Resurgence,2016,103144286,286537649,389681935,"['Action', 'Adventure', 'Sci-Fi']",2 hr
The Expendables,2010,103068524,171401870,274470394,"['Action', 'Adventure', 'Thriller']",1 hr 43 min
Scream,1996,103046663,70000000,173046663,"['Horror', 'Mystery']",1 hr 51 min
Just Go with It,2011,103028109,111917482,214945591,"['Comedy', 'Romance']",1 hr 57 min
Murder on the Orient Express,2017,102826543,249967538,352794081,"['Crime', 'Drama', 'Mystery']",1 hr 54 min
The General's Daughter,1999,102705852,47000000,149705852,"['Crime', 'Drama', 'Mystery', 'Thriller']",1 hr 56 min
The Aviator,2004,102610330,111109612,213719942,"['Biography', 'Drama']",2 hr 50 min
American Pie,1999,102561004,132922000,235483004,['Comedy'],1 hr 35 min
Daredevil,2003,102543518,76636200,179179718,"['Action', 'Crime']",1 hr 43 min
The Girl with the Dragon Tattoo,2011,102515793,130101637,232617430,"['Crime', 'Drama', 'Mystery', 'Thriller']",2 hr 38 min
The Mummy: Tomb of the Dragon Emperor,2008,102491776,300958054,403449830,"['Action', 'Fantasy', 'Horror', 'War']",1 hr 52 min
The Conjuring 2,2016,102470008,219318211,321788219,"['Horror', 'Mystery', 'Thriller']",2 hr 14 min
The Maze Runner,2014,102427862,245891999,348319861,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",1 hr 53 min
In the Line of Fire,1993,102314823,74682345,176997168,"['Action', 'Crime', 'Drama', 'Thriller']",2 hr 8 min
Annabelle: Creation,2017,102092201,204423683,306515884,"['Horror', 'Mystery', 'Thriller']",1 hr 49 min
The Equalizer 2,2018,102084362,88315795,190400157,"['Action', 'Crime', 'Thriller']",2 hr 1 min
Bad Grandpa,2013,102003019,49823528,151826547,['Comedy'],1 hr 32 min
Pacific Rim,2013,101802906,309200000,411002906,"['Action', 'Adventure', 'Sci-Fi']",2 hr 11 min
Journey to the Center of the Earth,2008,101704370,142528318,244232688,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",1 hr 33 min
Gone in 60 Seconds,2000,101648571,135553728,237202299,"['Action', 'Crime', 'Thriller']",1 hr 58 min
Maverick,1994,101631272,81400000,183031272,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Western']",2 hr 7 min
Sleeping with the Enemy,1991,101599005,73400000,174999005,"['Drama', 'Thriller']",1 hr 39 min
The Equalizer,2014,101530738,90800000,192330738,"['Action', 'Crime', 'Thriller']",2 hr 12 min
This Is the End,2013,101470202,24571120,126041322,['Comedy'],1 hr 47 min
Eagle Eye,2008,101440743,77326640,178767383,"['Action', 'Mystery', 'Thriller']",1 hr 58 min
The Prince of Egypt,1998,101413188,117200000,218613188,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",1 hr 39 min
Scream 2,1997,101363301,71000000,172363301,"['Horror', 'Mystery']",2 hr
Eraser,1996,101295562,141000000,242295562,"['Action', 'Crime', 'Thriller']",1 hr 55 min
Noah,2014,101200044,258000000,359200044,"['Action', 'Adventure', 'Drama']",2 hr 18 min
Unforgiven,1992,101157447,58000000,159157447,"['Drama', 'Western']",2 hr 10 min
The Cat in the Hat,2003,101149285,32811256,133960541,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1 hr 22 min
Con Air,1997,101117573,122894661,224012234,"['Action', 'Crime', 'Thriller']",1 hr 55 min
Sleepy Hollow,1999,101071502,105000000,206071502,"['Fantasy', 'Horror', 'Mystery']",1 hr 45 min
Rampage,2018,101028233,327000000,428028233,"['Action', 'Adventure', 'Sci-Fi']",1 hr 47 min
Collateral,2004,101005703,119234222,220239925,"['Action', 'Crime', 'Drama', 'Thriller']",2 hr
Contact,1997,100920329,70200000,171120329,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2 hr 30 min
Charlie's Angels: Full Throttle,2003,100830111,158345677,259175788,"['Action', 'Adventure', 'Comedy', 'Crime']",1 hr 46 min
The Pelican Brief,1993,100768056,94500000,195268056,"['Crime', 'Drama', 'Mystery', 'Thriller']",2 hr 21 min
The Addams Family,2019,100723831,103060014,203783845,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",1 hr 26 min
Vanilla Sky,2001,100618344,102769997,203388341,"['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",2 hr 16 min
Godzilla vs. Kong,2021,100563133,367300000,467863133,"['Action', 'Sci-Fi', 'Thriller']",1 hr 53 min
Arrival,2016,100546139,102842047,203388186,"['Drama', 'Sci-Fi']",1 hr 56 min
Due Date,2010,100539043,111241781,211780824,"['Comedy', 'Drama']",1 hr 35 min
Jumanji,1995,100499940,162322000,262821940,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1 hr 44 min
The Rugrats Movie,1998,100494675,40400000,140894675,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Musical']",1 hr 19 min
Million Dollar Baby,2004,100492203,116271443,216763646,"['Drama', 'Sport']",2 hr 12 min
A Wrinkle in Time,2018,100478608,32197256,132675864,"['Adventure', 'Family', 'Fantasy', 'Sci-Fi']",1 hr 49 min
